,predicted_mean
80901,-18.288624730375965
80902,-18.288624730375965
80903,-18.288624730375965
80904,-18.288624730375965
80905,-18.288624730375965
80906,-18.288624730375965
80907,-18.288624730375965
80908,-18.288624730375965
80909,-18.288624730375965
80910,-18.288624730375965
80911,-18.288624730375965
80912,-18.288624730375965
80913,-18.288624730375965
80914,-18.288624730375965
80915,-18.288624730375965
80916,-18.288624730375965
80917,-18.288624730375965
80918,-18.288624730375965
80919,-18.288624730375965
80920,-18.288624730375965
80921,-18.288624730375965
80922,-18.288624730375965
80923,-18.288624730375965
80924,-18.288624730375965
80925,-18.288624730375965
80926,-18.288624730375965
80927,-18.288624730375965
80928,-18.288624730375965
80929,-18.288624730375965
80930,-18.288624730375965
80931,-18.288624730375965
80932,-18.288624730375965
80933,-18.288624730375965
80934,-18.288624730375965
80935,-18.288624730375965
80936,-18.288624730375965
80937,-18.288624730375965
80938,-18.288624730375965
80939,-18.288624730375965
80940,-18.288624730375965
80941,-18.288624730375965
80942,-18.288624730375965
80943,-18.288624730375965
80944,-18.288624730375965
80945,-18.288624730375965
80946,-18.288624730375965
80947,-18.288624730375965
80948,-18.288624730375965
80949,-18.288624730375965
80950,-18.288624730375965
80951,-18.288624730375965
80952,-18.288624730375965
80953,-18.288624730375965
80954,-18.288624730375965
80955,-18.288624730375965
80956,-18.288624730375965
80957,-18.288624730375965
80958,-18.288624730375965
80959,-18.288624730375965
80960,-18.288624730375965
80961,-18.288624730375965
80962,-18.288624730375965
80963,-18.288624730375965
80964,-18.288624730375965
80965,-18.288624730375965
80966,-18.288624730375965
80967,-18.288624730375965
80968,-18.288624730375965
80969,-18.288624730375965
80970,-18.288624730375965
80971,-18.288624730375965
80972,-18.288624730375965
80973,-18.288624730375965
80974,-18.288624730375965
80975,-18.288624730375965
80976,-18.288624730375965
80977,-18.288624730375965
80978,-18.288624730375965
80979,-18.288624730375965
80980,-18.288624730375965
80981,-18.288624730375965
80982,-18.288624730375965
80983,-18.288624730375965
80984,-18.288624730375965
80985,-18.288624730375965
80986,-18.288624730375965
80987,-18.288624730375965
80988,-18.288624730375965
80989,-18.288624730375965
80990,-18.288624730375965
80991,-18.288624730375965
80992,-18.288624730375965
80993,-18.288624730375965
80994,-18.288624730375965
80995,-18.288624730375965
80996,-18.288624730375965
80997,-18.288624730375965
80998,-18.288624730375965
80999,-18.288624730375965
81000,-18.288624730375965
81001,-18.288624730375965
81002,-18.288624730375965
81003,-18.288624730375965
81004,-18.288624730375965
81005,-18.288624730375965
81006,-18.288624730375965
81007,-18.288624730375965
81008,-18.288624730375965
81009,-18.288624730375965
81010,-18.288624730375965
81011,-18.288624730375965
81012,-18.288624730375965
81013,-18.288624730375965
81014,-18.288624730375965
81015,-18.288624730375965
81016,-18.288624730375965
81017,-18.288624730375965
81018,-18.288624730375965
81019,-18.288624730375965
81020,-18.288624730375965
81021,-18.288624730375965
81022,-18.288624730375965
81023,-18.288624730375965
81024,-18.288624730375965
81025,-18.288624730375965
81026,-18.288624730375965
81027,-18.288624730375965
81028,-18.288624730375965
81029,-18.288624730375965
81030,-18.288624730375965
81031,-18.288624730375965
81032,-18.288624730375965
81033,-18.288624730375965
81034,-18.288624730375965
81035,-18.288624730375965
81036,-18.288624730375965
81037,-18.288624730375965
81038,-18.288624730375965
81039,-18.288624730375965
81040,-18.288624730375965
81041,-18.288624730375965
81042,-18.288624730375965
81043,-18.288624730375965
81044,-18.288624730375965
81045,-18.288624730375965
81046,-18.288624730375965
81047,-18.288624730375965
81048,-18.288624730375965
81049,-18.288624730375965
81050,-18.288624730375965
81051,-18.288624730375965
81052,-18.288624730375965
81053,-18.288624730375965
81054,-18.288624730375965
81055,-18.288624730375965
81056,-18.288624730375965
81057,-18.288624730375965
81058,-18.288624730375965
81059,-18.288624730375965
81060,-18.288624730375965
81061,-18.288624730375965
81062,-18.288624730375965
81063,-18.288624730375965
81064,-18.288624730375965
81065,-18.288624730375965
81066,-18.288624730375965
81067,-18.288624730375965
81068,-18.288624730375965
81069,-18.288624730375965
81070,-18.288624730375965
81071,-18.288624730375965
81072,-18.288624730375965
81073,-18.288624730375965
81074,-18.288624730375965
81075,-18.288624730375965
81076,-18.288624730375965
81077,-18.288624730375965
81078,-18.288624730375965
81079,-18.288624730375965
81080,-18.288624730375965
81081,-18.288624730375965
81082,-18.288624730375965
81083,-18.288624730375965
81084,-18.288624730375965
81085,-18.288624730375965
81086,-18.288624730375965
81087,-18.288624730375965
81088,-18.288624730375965
81089,-18.288624730375965
81090,-18.288624730375965
81091,-18.288624730375965
81092,-18.288624730375965
81093,-18.288624730375965
81094,-18.288624730375965
81095,-18.288624730375965
81096,-18.288624730375965
81097,-18.288624730375965
81098,-18.288624730375965
81099,-18.288624730375965
81100,-18.288624730375965
81101,-18.288624730375965
81102,-18.288624730375965
81103,-18.288624730375965
81104,-18.288624730375965
81105,-18.288624730375965
81106,-18.288624730375965
81107,-18.288624730375965
81108,-18.288624730375965
81109,-18.288624730375965
81110,-18.288624730375965
81111,-18.288624730375965
81112,-18.288624730375965
81113,-18.288624730375965
81114,-18.288624730375965
81115,-18.288624730375965
81116,-18.288624730375965
81117,-18.288624730375965
81118,-18.288624730375965
81119,-18.288624730375965
81120,-18.288624730375965
81121,-18.288624730375965
81122,-18.288624730375965
81123,-18.288624730375965
81124,-18.288624730375965
81125,-18.288624730375965
81126,-18.288624730375965
81127,-18.288624730375965
81128,-18.288624730375965
81129,-18.288624730375965
81130,-18.288624730375965
81131,-18.288624730375965
81132,-18.288624730375965
81133,-18.288624730375965
81134,-18.288624730375965
81135,-18.288624730375965
81136,-18.288624730375965
81137,-18.288624730375965
81138,-18.288624730375965
81139,-18.288624730375965
81140,-18.288624730375965
81141,-18.288624730375965
81142,-18.288624730375965
81143,-18.288624730375965
81144,-18.288624730375965
81145,-18.288624730375965
81146,-18.288624730375965
81147,-18.288624730375965
81148,-18.288624730375965
81149,-18.288624730375965
81150,-18.288624730375965
81151,-18.288624730375965
81152,-18.288624730375965
81153,-18.288624730375965
81154,-18.288624730375965
81155,-18.288624730375965
81156,-18.288624730375965
81157,-18.288624730375965
81158,-18.288624730375965
81159,-18.288624730375965
81160,-18.288624730375965
81161,-18.288624730375965
81162,-18.288624730375965
81163,-18.288624730375965
81164,-18.288624730375965
81165,-18.288624730375965
81166,-18.288624730375965
81167,-18.288624730375965
81168,-18.288624730375965
81169,-18.288624730375965
81170,-18.288624730375965
81171,-18.288624730375965
81172,-18.288624730375965
81173,-18.288624730375965
81174,-18.288624730375965
81175,-18.288624730375965
81176,-18.288624730375965
81177,-18.288624730375965
81178,-18.288624730375965
81179,-18.288624730375965
81180,-18.288624730375965
81181,-18.288624730375965
81182,-18.288624730375965
81183,-18.288624730375965
81184,-18.288624730375965
81185,-18.288624730375965
81186,-18.288624730375965
81187,-18.288624730375965
81188,-18.288624730375965
81189,-18.288624730375965
81190,-18.288624730375965
81191,-18.288624730375965
81192,-18.288624730375965
81193,-18.288624730375965
81194,-18.288624730375965
81195,-18.288624730375965
81196,-18.288624730375965
81197,-18.288624730375965
81198,-18.288624730375965
81199,-18.288624730375965
81200,-18.288624730375965
81201,-18.288624730375965
81202,-18.288624730375965
81203,-18.288624730375965
81204,-18.288624730375965
81205,-18.288624730375965
81206,-18.288624730375965
81207,-18.288624730375965
81208,-18.288624730375965
81209,-18.288624730375965
81210,-18.288624730375965
81211,-18.288624730375965
81212,-18.288624730375965
81213,-18.288624730375965
81214,-18.288624730375965
81215,-18.288624730375965
81216,-18.288624730375965
81217,-18.288624730375965
81218,-18.288624730375965
81219,-18.288624730375965
81220,-18.288624730375965
81221,-18.288624730375965
81222,-18.288624730375965
81223,-18.288624730375965
81224,-18.288624730375965
81225,-18.288624730375965
81226,-18.288624730375965
81227,-18.288624730375965
81228,-18.288624730375965
81229,-18.288624730375965
81230,-18.288624730375965
81231,-18.288624730375965
81232,-18.288624730375965
81233,-18.288624730375965
81234,-18.288624730375965
81235,-18.288624730375965
81236,-18.288624730375965
81237,-18.288624730375965
81238,-18.288624730375965
81239,-18.288624730375965
81240,-18.288624730375965
81241,-18.288624730375965
81242,-18.288624730375965
81243,-18.288624730375965
81244,-18.288624730375965
81245,-18.288624730375965
81246,-18.288624730375965
81247,-18.288624730375965
81248,-18.288624730375965
81249,-18.288624730375965
81250,-18.288624730375965
81251,-18.288624730375965
81252,-18.288624730375965
81253,-18.288624730375965
81254,-18.288624730375965
81255,-18.288624730375965
81256,-18.288624730375965
81257,-18.288624730375965
81258,-18.288624730375965
81259,-18.288624730375965
81260,-18.288624730375965
81261,-18.288624730375965
81262,-18.288624730375965
81263,-18.288624730375965
81264,-18.288624730375965
81265,-18.288624730375965
81266,-18.288624730375965
81267,-18.288624730375965
81268,-18.288624730375965
81269,-18.288624730375965
81270,-18.288624730375965
81271,-18.288624730375965
81272,-18.288624730375965
81273,-18.288624730375965
81274,-18.288624730375965
81275,-18.288624730375965
81276,-18.288624730375965
81277,-18.288624730375965
81278,-18.288624730375965
81279,-18.288624730375965
81280,-18.288624730375965
81281,-18.288624730375965
81282,-18.288624730375965
81283,-18.288624730375965
81284,-18.288624730375965
81285,-18.288624730375965
81286,-18.288624730375965
81287,-18.288624730375965
81288,-18.288624730375965
81289,-18.288624730375965
81290,-18.288624730375965
81291,-18.288624730375965
81292,-18.288624730375965
81293,-18.288624730375965
81294,-18.288624730375965
81295,-18.288624730375965
81296,-18.288624730375965
81297,-18.288624730375965
81298,-18.288624730375965
81299,-18.288624730375965
81300,-18.288624730375965
81301,-18.288624730375965
81302,-18.288624730375965
81303,-18.288624730375965
81304,-18.288624730375965
81305,-18.288624730375965
81306,-18.288624730375965
81307,-18.288624730375965
81308,-18.288624730375965
81309,-18.288624730375965
81310,-18.288624730375965
81311,-18.288624730375965
81312,-18.288624730375965
81313,-18.288624730375965
81314,-18.288624730375965
81315,-18.288624730375965
81316,-18.288624730375965
81317,-18.288624730375965
81318,-18.288624730375965
81319,-18.288624730375965
81320,-18.288624730375965
81321,-18.288624730375965
81322,-18.288624730375965
81323,-18.288624730375965
81324,-18.288624730375965
81325,-18.288624730375965
81326,-18.288624730375965
81327,-18.288624730375965
81328,-18.288624730375965
81329,-18.288624730375965
81330,-18.288624730375965
81331,-18.288624730375965
81332,-18.288624730375965
81333,-18.288624730375965
81334,-18.288624730375965
81335,-18.288624730375965
81336,-18.288624730375965
81337,-18.288624730375965
81338,-18.288624730375965
81339,-18.288624730375965
81340,-18.288624730375965
81341,-18.288624730375965
81342,-18.288624730375965
81343,-18.288624730375965
81344,-18.288624730375965
81345,-18.288624730375965
81346,-18.288624730375965
81347,-18.288624730375965
81348,-18.288624730375965
81349,-18.288624730375965
81350,-18.288624730375965
81351,-18.288624730375965
81352,-18.288624730375965
81353,-18.288624730375965
81354,-18.288624730375965
81355,-18.288624730375965
81356,-18.288624730375965
81357,-18.288624730375965
81358,-18.288624730375965
81359,-18.288624730375965
81360,-18.288624730375965
81361,-18.288624730375965
81362,-18.288624730375965
81363,-18.288624730375965
81364,-18.288624730375965
81365,-18.288624730375965
81366,-18.288624730375965
81367,-18.288624730375965
81368,-18.288624730375965
81369,-18.288624730375965
81370,-18.288624730375965
81371,-18.288624730375965
81372,-18.288624730375965
81373,-18.288624730375965
81374,-18.288624730375965
81375,-18.288624730375965
81376,-18.288624730375965
81377,-18.288624730375965
81378,-18.288624730375965
81379,-18.288624730375965
81380,-18.288624730375965
81381,-18.288624730375965
81382,-18.288624730375965
81383,-18.288624730375965
81384,-18.288624730375965
81385,-18.288624730375965
81386,-18.288624730375965
81387,-18.288624730375965
81388,-18.288624730375965
81389,-18.288624730375965
81390,-18.288624730375965
81391,-18.288624730375965
81392,-18.288624730375965
81393,-18.288624730375965
81394,-18.288624730375965
81395,-18.288624730375965
81396,-18.288624730375965
81397,-18.288624730375965
81398,-18.288624730375965
81399,-18.288624730375965
81400,-18.288624730375965
81401,-18.288624730375965
