,predicted_mean
79735,-18.288624730375968
79736,-18.288624730375968
79737,-18.288624730375968
79738,-18.288624730375968
79739,-18.288624730375968
79740,-18.288624730375968
79741,-18.288624730375968
79742,-18.288624730375968
79743,-18.288624730375968
79744,-18.288624730375968
79745,-18.288624730375968
79746,-18.288624730375968
79747,-18.288624730375968
79748,-18.288624730375968
79749,-18.288624730375968
79750,-18.288624730375968
79751,-18.288624730375968
79752,-18.288624730375968
79753,-18.288624730375968
79754,-18.288624730375968
79755,-18.288624730375968
79756,-18.288624730375968
79757,-18.288624730375968
79758,-18.288624730375968
79759,-18.288624730375968
79760,-18.288624730375968
79761,-18.288624730375968
79762,-18.288624730375968
79763,-18.288624730375968
79764,-18.288624730375968
79765,-18.288624730375968
79766,-18.288624730375968
79767,-18.288624730375968
79768,-18.288624730375968
79769,-18.288624730375968
79770,-18.288624730375968
79771,-18.288624730375968
79772,-18.288624730375968
79773,-18.288624730375968
79774,-18.288624730375968
79775,-18.288624730375968
79776,-18.288624730375968
79777,-18.288624730375968
79778,-18.288624730375968
79779,-18.288624730375968
79780,-18.288624730375968
79781,-18.288624730375968
79782,-18.288624730375968
79783,-18.288624730375968
79784,-18.288624730375968
79785,-18.288624730375968
79786,-18.288624730375968
79787,-18.288624730375968
79788,-18.288624730375968
79789,-18.288624730375968
79790,-18.288624730375968
79791,-18.288624730375968
79792,-18.288624730375968
79793,-18.288624730375968
79794,-18.288624730375968
79795,-18.288624730375968
79796,-18.288624730375968
79797,-18.288624730375968
79798,-18.288624730375968
79799,-18.288624730375968
79800,-18.288624730375968
79801,-18.288624730375968
79802,-18.288624730375968
79803,-18.288624730375968
79804,-18.288624730375968
79805,-18.288624730375968
79806,-18.288624730375968
79807,-18.288624730375968
79808,-18.288624730375968
79809,-18.288624730375968
79810,-18.288624730375968
79811,-18.288624730375968
79812,-18.288624730375968
79813,-18.288624730375968
79814,-18.288624730375968
79815,-18.288624730375968
79816,-18.288624730375968
79817,-18.288624730375968
79818,-18.288624730375968
79819,-18.288624730375968
79820,-18.288624730375968
79821,-18.288624730375968
79822,-18.288624730375968
79823,-18.288624730375968
79824,-18.288624730375968
79825,-18.288624730375968
79826,-18.288624730375968
79827,-18.288624730375968
79828,-18.288624730375968
79829,-18.288624730375968
79830,-18.288624730375968
79831,-18.288624730375968
79832,-18.288624730375968
79833,-18.288624730375968
79834,-18.288624730375968
79835,-18.288624730375968
79836,-18.288624730375968
79837,-18.288624730375968
79838,-18.288624730375968
79839,-18.288624730375968
79840,-18.288624730375968
79841,-18.288624730375968
79842,-18.288624730375968
79843,-18.288624730375968
79844,-18.288624730375968
79845,-18.288624730375968
79846,-18.288624730375968
79847,-18.288624730375968
79848,-18.288624730375968
79849,-18.288624730375968
79850,-18.288624730375968
79851,-18.288624730375968
79852,-18.288624730375968
79853,-18.288624730375968
79854,-18.288624730375968
79855,-18.288624730375968
79856,-18.288624730375968
79857,-18.288624730375968
79858,-18.288624730375968
79859,-18.288624730375968
79860,-18.288624730375968
79861,-18.288624730375968
79862,-18.288624730375968
79863,-18.288624730375968
79864,-18.288624730375968
79865,-18.288624730375968
79866,-18.288624730375968
79867,-18.288624730375968
79868,-18.288624730375968
79869,-18.288624730375968
79870,-18.288624730375968
79871,-18.288624730375968
79872,-18.288624730375968
79873,-18.288624730375968
79874,-18.288624730375965
79875,-18.288624730375965
79876,-18.288624730375965
79877,-18.288624730375965
79878,-18.288624730375965
79879,-18.288624730375965
79880,-18.288624730375965
79881,-18.288624730375965
79882,-18.288624730375965
79883,-18.288624730375965
79884,-18.288624730375965
79885,-18.288624730375965
79886,-18.288624730375965
79887,-18.288624730375965
79888,-18.288624730375965
79889,-18.288624730375965
79890,-18.288624730375965
79891,-18.288624730375965
79892,-18.288624730375965
79893,-18.288624730375965
79894,-18.288624730375965
79895,-18.288624730375965
79896,-18.288624730375965
79897,-18.288624730375965
79898,-18.288624730375965
79899,-18.288624730375965
79900,-18.288624730375965
79901,-18.288624730375965
79902,-18.288624730375965
79903,-18.288624730375965
79904,-18.288624730375965
79905,-18.288624730375965
79906,-18.288624730375965
79907,-18.288624730375965
79908,-18.288624730375965
79909,-18.288624730375965
79910,-18.288624730375965
79911,-18.288624730375965
79912,-18.288624730375965
79913,-18.288624730375965
79914,-18.288624730375965
79915,-18.288624730375965
79916,-18.288624730375965
79917,-18.288624730375965
79918,-18.288624730375965
79919,-18.288624730375965
79920,-18.288624730375965
79921,-18.288624730375965
79922,-18.288624730375965
79923,-18.288624730375965
79924,-18.288624730375965
79925,-18.288624730375965
79926,-18.288624730375965
79927,-18.288624730375965
79928,-18.288624730375965
79929,-18.288624730375965
79930,-18.288624730375965
79931,-18.288624730375965
79932,-18.288624730375965
79933,-18.288624730375965
79934,-18.288624730375965
79935,-18.288624730375965
79936,-18.288624730375965
79937,-18.288624730375965
79938,-18.288624730375965
79939,-18.288624730375965
79940,-18.288624730375965
79941,-18.288624730375965
79942,-18.288624730375965
79943,-18.288624730375965
79944,-18.288624730375965
79945,-18.288624730375965
79946,-18.288624730375965
79947,-18.288624730375965
79948,-18.288624730375965
79949,-18.288624730375965
79950,-18.288624730375965
79951,-18.288624730375965
79952,-18.288624730375965
79953,-18.288624730375965
79954,-18.288624730375965
79955,-18.288624730375965
79956,-18.288624730375965
79957,-18.288624730375965
79958,-18.288624730375965
79959,-18.288624730375965
79960,-18.288624730375965
79961,-18.288624730375965
79962,-18.288624730375965
79963,-18.288624730375965
79964,-18.288624730375965
79965,-18.288624730375965
79966,-18.288624730375965
79967,-18.288624730375965
79968,-18.288624730375965
79969,-18.288624730375965
79970,-18.288624730375965
79971,-18.288624730375965
79972,-18.288624730375965
79973,-18.288624730375965
79974,-18.288624730375965
79975,-18.288624730375965
79976,-18.288624730375965
79977,-18.288624730375965
79978,-18.288624730375965
79979,-18.288624730375965
79980,-18.288624730375965
79981,-18.288624730375965
79982,-18.288624730375965
79983,-18.288624730375965
79984,-18.288624730375965
79985,-18.288624730375965
79986,-18.288624730375965
79987,-18.288624730375965
79988,-18.288624730375965
79989,-18.288624730375965
79990,-18.288624730375965
79991,-18.288624730375965
79992,-18.288624730375965
79993,-18.288624730375965
79994,-18.288624730375965
79995,-18.288624730375965
79996,-18.288624730375965
79997,-18.288624730375965
79998,-18.288624730375965
79999,-18.288624730375965
80000,-18.288624730375965
80001,-18.288624730375965
80002,-18.288624730375965
80003,-18.288624730375965
80004,-18.288624730375965
80005,-18.288624730375965
80006,-18.288624730375965
80007,-18.288624730375965
80008,-18.288624730375965
80009,-18.288624730375965
80010,-18.288624730375965
80011,-18.288624730375965
80012,-18.288624730375965
80013,-18.288624730375965
80014,-18.288624730375965
80015,-18.288624730375965
80016,-18.288624730375965
80017,-18.288624730375965
80018,-18.288624730375965
80019,-18.288624730375965
80020,-18.288624730375965
80021,-18.288624730375965
80022,-18.288624730375965
80023,-18.288624730375965
80024,-18.288624730375965
80025,-18.288624730375965
80026,-18.288624730375965
80027,-18.288624730375965
80028,-18.288624730375965
80029,-18.288624730375965
80030,-18.288624730375965
80031,-18.288624730375965
80032,-18.288624730375965
80033,-18.288624730375965
80034,-18.288624730375965
80035,-18.288624730375965
80036,-18.288624730375965
80037,-18.288624730375965
80038,-18.288624730375965
80039,-18.288624730375965
80040,-18.288624730375965
80041,-18.288624730375965
80042,-18.288624730375965
80043,-18.288624730375965
80044,-18.288624730375965
80045,-18.288624730375965
80046,-18.288624730375965
80047,-18.288624730375965
80048,-18.288624730375965
80049,-18.288624730375965
80050,-18.288624730375965
80051,-18.288624730375965
80052,-18.288624730375965
80053,-18.288624730375965
80054,-18.288624730375965
80055,-18.288624730375965
80056,-18.288624730375965
80057,-18.288624730375965
80058,-18.288624730375965
80059,-18.288624730375965
80060,-18.288624730375965
80061,-18.288624730375965
80062,-18.288624730375965
80063,-18.288624730375965
80064,-18.288624730375965
80065,-18.288624730375965
80066,-18.288624730375965
80067,-18.288624730375965
80068,-18.288624730375965
80069,-18.288624730375965
80070,-18.288624730375965
80071,-18.288624730375965
80072,-18.288624730375965
80073,-18.288624730375965
80074,-18.288624730375965
80075,-18.288624730375965
80076,-18.288624730375965
80077,-18.288624730375965
80078,-18.288624730375965
80079,-18.288624730375965
80080,-18.288624730375965
80081,-18.288624730375965
80082,-18.288624730375965
80083,-18.288624730375965
80084,-18.288624730375965
80085,-18.288624730375965
80086,-18.288624730375965
80087,-18.288624730375965
80088,-18.288624730375965
80089,-18.288624730375965
80090,-18.288624730375965
80091,-18.288624730375965
80092,-18.288624730375965
80093,-18.288624730375965
80094,-18.288624730375965
80095,-18.288624730375965
80096,-18.288624730375965
80097,-18.288624730375965
80098,-18.288624730375965
80099,-18.288624730375965
80100,-18.288624730375965
80101,-18.288624730375965
80102,-18.288624730375965
80103,-18.288624730375965
80104,-18.288624730375965
80105,-18.288624730375965
80106,-18.288624730375965
80107,-18.288624730375965
80108,-18.288624730375965
80109,-18.288624730375965
80110,-18.288624730375965
80111,-18.288624730375965
80112,-18.288624730375965
80113,-18.288624730375965
80114,-18.288624730375965
80115,-18.288624730375965
80116,-18.288624730375965
80117,-18.288624730375965
80118,-18.288624730375965
80119,-18.288624730375965
80120,-18.288624730375965
80121,-18.288624730375965
80122,-18.288624730375965
80123,-18.288624730375965
80124,-18.288624730375965
80125,-18.288624730375965
80126,-18.288624730375965
80127,-18.288624730375965
80128,-18.288624730375965
80129,-18.288624730375965
80130,-18.288624730375965
80131,-18.288624730375965
80132,-18.288624730375965
80133,-18.288624730375965
80134,-18.288624730375965
80135,-18.288624730375965
80136,-18.288624730375965
80137,-18.288624730375965
80138,-18.288624730375965
80139,-18.288624730375965
80140,-18.288624730375965
80141,-18.288624730375965
80142,-18.288624730375965
80143,-18.288624730375965
80144,-18.288624730375965
80145,-18.288624730375965
80146,-18.288624730375965
80147,-18.288624730375965
80148,-18.288624730375965
80149,-18.288624730375965
80150,-18.288624730375965
80151,-18.288624730375965
80152,-18.288624730375965
80153,-18.288624730375965
80154,-18.288624730375965
80155,-18.288624730375965
80156,-18.288624730375965
80157,-18.288624730375965
80158,-18.288624730375965
80159,-18.288624730375965
80160,-18.288624730375965
80161,-18.288624730375965
80162,-18.288624730375965
80163,-18.288624730375965
80164,-18.288624730375965
80165,-18.288624730375965
80166,-18.288624730375965
80167,-18.288624730375965
80168,-18.288624730375965
80169,-18.288624730375965
80170,-18.288624730375965
80171,-18.288624730375965
80172,-18.288624730375965
80173,-18.288624730375965
80174,-18.288624730375965
80175,-18.288624730375965
80176,-18.288624730375965
80177,-18.288624730375965
80178,-18.288624730375965
80179,-18.288624730375965
80180,-18.288624730375965
80181,-18.288624730375965
80182,-18.288624730375965
80183,-18.288624730375965
80184,-18.288624730375965
80185,-18.288624730375965
80186,-18.288624730375965
80187,-18.288624730375965
80188,-18.288624730375965
80189,-18.288624730375965
80190,-18.288624730375965
80191,-18.288624730375965
80192,-18.288624730375965
80193,-18.288624730375965
80194,-18.288624730375965
80195,-18.288624730375965
80196,-18.288624730375965
80197,-18.288624730375965
80198,-18.288624730375965
80199,-18.288624730375965
80200,-18.288624730375965
80201,-18.288624730375965
80202,-18.288624730375965
80203,-18.288624730375965
80204,-18.288624730375965
80205,-18.288624730375965
80206,-18.288624730375965
80207,-18.288624730375965
80208,-18.288624730375965
80209,-18.288624730375965
80210,-18.288624730375965
80211,-18.288624730375965
80212,-18.288624730375965
80213,-18.288624730375965
80214,-18.288624730375965
80215,-18.288624730375965
80216,-18.288624730375965
80217,-18.288624730375965
80218,-18.288624730375965
80219,-18.288624730375965
80220,-18.288624730375965
80221,-18.288624730375965
80222,-18.288624730375965
80223,-18.288624730375965
80224,-18.288624730375965
80225,-18.288624730375965
80226,-18.288624730375965
80227,-18.288624730375965
80228,-18.288624730375965
80229,-18.288624730375965
80230,-18.288624730375965
80231,-18.288624730375965
80232,-18.288624730375965
80233,-18.288624730375965
80234,-18.288624730375965
80235,-18.288624730375965
80236,-18.288624730375965
80237,-18.288624730375965
80238,-18.288624730375965
80239,-18.288624730375965
80240,-18.288624730375965
80241,-18.288624730375965
80242,-18.288624730375965
80243,-18.288624730375965
80244,-18.288624730375965
80245,-18.288624730375965
80246,-18.288624730375965
80247,-18.288624730375965
80248,-18.288624730375965
80249,-18.288624730375965
80250,-18.288624730375965
80251,-18.288624730375965
80252,-18.288624730375965
80253,-18.288624730375965
80254,-18.288624730375965
80255,-18.288624730375965
80256,-18.288624730375965
80257,-18.288624730375965
80258,-18.288624730375965
80259,-18.288624730375965
80260,-18.288624730375965
80261,-18.288624730375965
80262,-18.288624730375965
80263,-18.288624730375965
80264,-18.288624730375965
80265,-18.288624730375965
80266,-18.288624730375965
80267,-18.288624730375965
80268,-18.288624730375965
80269,-18.288624730375965
80270,-18.288624730375965
80271,-18.288624730375965
80272,-18.288624730375965
80273,-18.288624730375965
80274,-18.288624730375965
80275,-18.288624730375965
80276,-18.288624730375965
80277,-18.288624730375965
80278,-18.288624730375965
80279,-18.288624730375965
80280,-18.288624730375965
80281,-18.288624730375965
80282,-18.288624730375965
80283,-18.288624730375965
80284,-18.288624730375965
80285,-18.288624730375965
80286,-18.288624730375965
80287,-18.288624730375965
80288,-18.288624730375965
80289,-18.288624730375965
80290,-18.288624730375965
80291,-18.288624730375965
80292,-18.288624730375965
80293,-18.288624730375965
80294,-18.288624730375965
80295,-18.288624730375965
80296,-18.288624730375965
80297,-18.288624730375965
80298,-18.288624730375965
80299,-18.288624730375965
80300,-18.288624730375965
80301,-18.288624730375965
80302,-18.288624730375965
80303,-18.288624730375965
80304,-18.288624730375965
80305,-18.288624730375965
80306,-18.288624730375965
80307,-18.288624730375965
80308,-18.288624730375965
80309,-18.288624730375965
80310,-18.288624730375965
80311,-18.288624730375965
80312,-18.288624730375965
80313,-18.288624730375965
80314,-18.288624730375965
80315,-18.288624730375965
80316,-18.288624730375965
80317,-18.288624730375965
80318,-18.288624730375965
80319,-18.288624730375965
80320,-18.288624730375965
80321,-18.288624730375965
80322,-18.288624730375965
80323,-18.288624730375965
80324,-18.288624730375965
80325,-18.288624730375965
80326,-18.288624730375965
80327,-18.288624730375965
80328,-18.288624730375965
80329,-18.288624730375965
80330,-18.288624730375965
80331,-18.288624730375965
80332,-18.288624730375965
80333,-18.288624730375965
80334,-18.288624730375965
80335,-18.288624730375965
80336,-18.288624730375965
80337,-18.288624730375965
80338,-18.288624730375965
80339,-18.288624730375965
80340,-18.288624730375965
80341,-18.288624730375965
80342,-18.288624730375965
80343,-18.288624730375965
80344,-18.288624730375965
80345,-18.288624730375965
80346,-18.288624730375965
80347,-18.288624730375965
80348,-18.288624730375965
80349,-18.288624730375965
80350,-18.288624730375965
80351,-18.288624730375965
80352,-18.288624730375965
80353,-18.288624730375965
80354,-18.288624730375965
80355,-18.288624730375965
80356,-18.288624730375965
80357,-18.288624730375965
80358,-18.288624730375965
80359,-18.288624730375965
80360,-18.288624730375965
80361,-18.288624730375965
80362,-18.288624730375965
80363,-18.288624730375965
80364,-18.288624730375965
80365,-18.288624730375965
80366,-18.288624730375965
80367,-18.288624730375965
80368,-18.288624730375965
80369,-18.288624730375965
80370,-18.288624730375965
80371,-18.288624730375965
80372,-18.288624730375965
80373,-18.288624730375965
80374,-18.288624730375965
80375,-18.288624730375965
80376,-18.288624730375965
80377,-18.288624730375965
80378,-18.288624730375965
80379,-18.288624730375965
80380,-18.288624730375965
80381,-18.288624730375965
80382,-18.288624730375965
80383,-18.288624730375965
80384,-18.288624730375965
80385,-18.288624730375965
80386,-18.288624730375965
80387,-18.288624730375965
80388,-18.288624730375965
80389,-18.288624730375965
80390,-18.288624730375965
80391,-18.288624730375965
80392,-18.288624730375965
80393,-18.288624730375965
80394,-18.288624730375965
80395,-18.288624730375965
80396,-18.288624730375965
80397,-18.288624730375965
80398,-18.288624730375965
80399,-18.288624730375965
80400,-18.288624730375965
80401,-18.288624730375965
80402,-18.288624730375965
80403,-18.288624730375965
80404,-18.288624730375965
80405,-18.288624730375965
80406,-18.288624730375965
80407,-18.288624730375965
80408,-18.288624730375965
80409,-18.288624730375965
80410,-18.288624730375965
80411,-18.288624730375965
80412,-18.288624730375965
80413,-18.288624730375965
80414,-18.288624730375965
80415,-18.288624730375965
80416,-18.288624730375965
80417,-18.288624730375965
80418,-18.288624730375965
80419,-18.288624730375965
80420,-18.288624730375965
80421,-18.288624730375965
80422,-18.288624730375965
80423,-18.288624730375965
80424,-18.288624730375965
80425,-18.288624730375965
80426,-18.288624730375965
80427,-18.288624730375965
80428,-18.288624730375965
80429,-18.288624730375965
80430,-18.288624730375965
80431,-18.288624730375965
80432,-18.288624730375965
80433,-18.288624730375965
80434,-18.288624730375965
80435,-18.288624730375965
80436,-18.288624730375965
80437,-18.288624730375965
80438,-18.288624730375965
80439,-18.288624730375965
80440,-18.288624730375965
80441,-18.288624730375965
80442,-18.288624730375965
80443,-18.288624730375965
80444,-18.288624730375965
80445,-18.288624730375965
80446,-18.288624730375965
80447,-18.288624730375965
80448,-18.288624730375965
80449,-18.288624730375965
80450,-18.288624730375965
80451,-18.288624730375965
80452,-18.288624730375965
80453,-18.288624730375965
80454,-18.288624730375965
80455,-18.288624730375965
80456,-18.288624730375965
80457,-18.288624730375965
80458,-18.288624730375965
80459,-18.288624730375965
80460,-18.288624730375965
80461,-18.288624730375965
80462,-18.288624730375965
80463,-18.288624730375965
80464,-18.288624730375965
80465,-18.288624730375965
80466,-18.288624730375965
80467,-18.288624730375965
80468,-18.288624730375965
80469,-18.288624730375965
80470,-18.288624730375965
80471,-18.288624730375965
80472,-18.288624730375965
80473,-18.288624730375965
80474,-18.288624730375965
80475,-18.288624730375965
80476,-18.288624730375965
80477,-18.288624730375965
80478,-18.288624730375965
80479,-18.288624730375965
80480,-18.288624730375965
80481,-18.288624730375965
80482,-18.288624730375965
80483,-18.288624730375965
80484,-18.288624730375965
80485,-18.288624730375965
80486,-18.288624730375965
80487,-18.288624730375965
80488,-18.288624730375965
80489,-18.288624730375965
80490,-18.288624730375965
80491,-18.288624730375965
80492,-18.288624730375965
80493,-18.288624730375965
80494,-18.288624730375965
80495,-18.288624730375965
80496,-18.288624730375965
80497,-18.288624730375965
80498,-18.288624730375965
80499,-18.288624730375965
80500,-18.288624730375965
80501,-18.288624730375965
80502,-18.288624730375965
80503,-18.288624730375965
80504,-18.288624730375965
80505,-18.288624730375965
80506,-18.288624730375965
80507,-18.288624730375965
80508,-18.288624730375965
80509,-18.288624730375965
80510,-18.288624730375965
80511,-18.288624730375965
80512,-18.288624730375965
80513,-18.288624730375965
80514,-18.288624730375965
80515,-18.288624730375965
80516,-18.288624730375965
80517,-18.288624730375965
80518,-18.288624730375965
80519,-18.288624730375965
80520,-18.288624730375965
80521,-18.288624730375965
80522,-18.288624730375965
80523,-18.288624730375965
80524,-18.288624730375965
80525,-18.288624730375965
80526,-18.288624730375965
80527,-18.288624730375965
80528,-18.288624730375965
80529,-18.288624730375965
80530,-18.288624730375965
80531,-18.288624730375965
80532,-18.288624730375965
80533,-18.288624730375965
80534,-18.288624730375965
80535,-18.288624730375965
80536,-18.288624730375965
80537,-18.288624730375965
80538,-18.288624730375965
80539,-18.288624730375965
80540,-18.288624730375965
80541,-18.288624730375965
80542,-18.288624730375965
80543,-18.288624730375965
80544,-18.288624730375965
80545,-18.288624730375965
80546,-18.288624730375965
80547,-18.288624730375965
80548,-18.288624730375965
80549,-18.288624730375965
80550,-18.288624730375965
80551,-18.288624730375965
80552,-18.288624730375965
80553,-18.288624730375965
80554,-18.288624730375965
80555,-18.288624730375965
80556,-18.288624730375965
80557,-18.288624730375965
80558,-18.288624730375965
80559,-18.288624730375965
80560,-18.288624730375965
80561,-18.288624730375965
80562,-18.288624730375965
80563,-18.288624730375965
80564,-18.288624730375965
80565,-18.288624730375965
80566,-18.288624730375965
80567,-18.288624730375965
80568,-18.288624730375965
80569,-18.288624730375965
80570,-18.288624730375965
80571,-18.288624730375965
80572,-18.288624730375965
80573,-18.288624730375965
80574,-18.288624730375965
80575,-18.288624730375965
80576,-18.288624730375965
80577,-18.288624730375965
80578,-18.288624730375965
80579,-18.288624730375965
80580,-18.288624730375965
80581,-18.288624730375965
80582,-18.288624730375965
80583,-18.288624730375965
80584,-18.288624730375965
80585,-18.288624730375965
80586,-18.288624730375965
80587,-18.288624730375965
80588,-18.288624730375965
80589,-18.288624730375965
80590,-18.288624730375965
80591,-18.288624730375965
80592,-18.288624730375965
80593,-18.288624730375965
80594,-18.288624730375965
80595,-18.288624730375965
80596,-18.288624730375965
80597,-18.288624730375965
80598,-18.288624730375965
80599,-18.288624730375965
80600,-18.288624730375965
80601,-18.288624730375965
80602,-18.288624730375965
80603,-18.288624730375965
80604,-18.288624730375965
80605,-18.288624730375965
80606,-18.288624730375965
80607,-18.288624730375965
80608,-18.288624730375965
80609,-18.288624730375965
80610,-18.288624730375965
80611,-18.288624730375965
80612,-18.288624730375965
80613,-18.288624730375965
80614,-18.288624730375965
80615,-18.288624730375965
80616,-18.288624730375965
80617,-18.288624730375965
80618,-18.288624730375965
80619,-18.288624730375965
80620,-18.288624730375965
80621,-18.288624730375965
80622,-18.288624730375965
80623,-18.288624730375965
80624,-18.288624730375965
80625,-18.288624730375965
80626,-18.288624730375965
80627,-18.288624730375965
80628,-18.288624730375965
80629,-18.288624730375965
80630,-18.288624730375965
80631,-18.288624730375965
80632,-18.288624730375965
80633,-18.288624730375965
80634,-18.288624730375965
80635,-18.288624730375965
80636,-18.288624730375965
80637,-18.288624730375965
80638,-18.288624730375965
80639,-18.288624730375965
80640,-18.288624730375965
80641,-18.288624730375965
80642,-18.288624730375965
80643,-18.288624730375965
80644,-18.288624730375965
80645,-18.288624730375965
80646,-18.288624730375965
80647,-18.288624730375965
80648,-18.288624730375965
80649,-18.288624730375965
80650,-18.288624730375965
80651,-18.288624730375965
80652,-18.288624730375965
80653,-18.288624730375965
80654,-18.288624730375965
80655,-18.288624730375965
80656,-18.288624730375965
80657,-18.288624730375965
80658,-18.288624730375965
80659,-18.288624730375965
80660,-18.288624730375965
80661,-18.288624730375965
80662,-18.288624730375965
80663,-18.288624730375965
80664,-18.288624730375965
80665,-18.288624730375965
80666,-18.288624730375965
80667,-18.288624730375965
80668,-18.288624730375965
80669,-18.288624730375965
80670,-18.288624730375965
80671,-18.288624730375965
80672,-18.288624730375965
80673,-18.288624730375965
80674,-18.288624730375965
80675,-18.288624730375965
80676,-18.288624730375965
80677,-18.288624730375965
80678,-18.288624730375965
80679,-18.288624730375965
80680,-18.288624730375965
80681,-18.288624730375965
80682,-18.288624730375965
80683,-18.288624730375965
80684,-18.288624730375965
80685,-18.288624730375965
80686,-18.288624730375965
80687,-18.288624730375965
80688,-18.288624730375965
80689,-18.288624730375965
80690,-18.288624730375965
80691,-18.288624730375965
80692,-18.288624730375965
80693,-18.288624730375965
80694,-18.288624730375965
80695,-18.288624730375965
80696,-18.288624730375965
80697,-18.288624730375965
80698,-18.288624730375965
80699,-18.288624730375965
80700,-18.288624730375965
80701,-18.288624730375965
80702,-18.288624730375965
80703,-18.288624730375965
80704,-18.288624730375965
80705,-18.288624730375965
80706,-18.288624730375965
80707,-18.288624730375965
80708,-18.288624730375965
80709,-18.288624730375965
80710,-18.288624730375965
80711,-18.288624730375965
80712,-18.288624730375965
80713,-18.288624730375965
80714,-18.288624730375965
80715,-18.288624730375965
80716,-18.288624730375965
80717,-18.288624730375965
80718,-18.288624730375965
80719,-18.288624730375965
80720,-18.288624730375965
80721,-18.288624730375965
80722,-18.288624730375965
80723,-18.288624730375965
80724,-18.288624730375965
80725,-18.288624730375965
80726,-18.288624730375965
80727,-18.288624730375965
80728,-18.288624730375965
80729,-18.288624730375965
80730,-18.288624730375965
80731,-18.288624730375965
80732,-18.288624730375965
80733,-18.288624730375965
80734,-18.288624730375965
80735,-18.288624730375965
80736,-18.288624730375965
80737,-18.288624730375965
80738,-18.288624730375965
80739,-18.288624730375965
80740,-18.288624730375965
80741,-18.288624730375965
80742,-18.288624730375965
80743,-18.288624730375965
80744,-18.288624730375965
80745,-18.288624730375965
80746,-18.288624730375965
80747,-18.288624730375965
80748,-18.288624730375965
80749,-18.288624730375965
80750,-18.288624730375965
80751,-18.288624730375965
80752,-18.288624730375965
80753,-18.288624730375965
80754,-18.288624730375965
80755,-18.288624730375965
80756,-18.288624730375965
80757,-18.288624730375965
80758,-18.288624730375965
80759,-18.288624730375965
80760,-18.288624730375965
80761,-18.288624730375965
80762,-18.288624730375965
80763,-18.288624730375965
80764,-18.288624730375965
80765,-18.288624730375965
80766,-18.288624730375965
80767,-18.288624730375965
80768,-18.288624730375965
80769,-18.288624730375965
80770,-18.288624730375965
80771,-18.288624730375965
80772,-18.288624730375965
80773,-18.288624730375965
80774,-18.288624730375965
80775,-18.288624730375965
80776,-18.288624730375965
80777,-18.288624730375965
80778,-18.288624730375965
80779,-18.288624730375965
80780,-18.288624730375965
80781,-18.288624730375965
80782,-18.288624730375965
80783,-18.288624730375965
80784,-18.288624730375965
80785,-18.288624730375965
80786,-18.288624730375965
80787,-18.288624730375965
80788,-18.288624730375965
80789,-18.288624730375965
80790,-18.288624730375965
80791,-18.288624730375965
80792,-18.288624730375965
80793,-18.288624730375965
80794,-18.288624730375965
80795,-18.288624730375965
80796,-18.288624730375965
80797,-18.288624730375965
80798,-18.288624730375965
80799,-18.288624730375965
80800,-18.288624730375965
80801,-18.288624730375965
80802,-18.288624730375965
80803,-18.288624730375965
80804,-18.288624730375965
80805,-18.288624730375965
80806,-18.288624730375965
80807,-18.288624730375965
80808,-18.288624730375965
80809,-18.288624730375965
80810,-18.288624730375965
80811,-18.288624730375965
80812,-18.288624730375965
80813,-18.288624730375965
80814,-18.288624730375965
80815,-18.288624730375965
80816,-18.288624730375965
80817,-18.288624730375965
80818,-18.288624730375965
80819,-18.288624730375965
80820,-18.288624730375965
80821,-18.288624730375965
80822,-18.288624730375965
80823,-18.288624730375965
80824,-18.288624730375965
80825,-18.288624730375965
80826,-18.288624730375965
80827,-18.288624730375965
80828,-18.288624730375965
80829,-18.288624730375965
80830,-18.288624730375965
80831,-18.288624730375965
80832,-18.288624730375965
80833,-18.288624730375965
80834,-18.288624730375965
80835,-18.288624730375965
80836,-18.288624730375965
80837,-18.288624730375965
80838,-18.288624730375965
80839,-18.288624730375965
80840,-18.288624730375965
80841,-18.288624730375965
80842,-18.288624730375965
80843,-18.288624730375965
80844,-18.288624730375965
80845,-18.288624730375965
80846,-18.288624730375965
80847,-18.288624730375965
80848,-18.288624730375965
80849,-18.288624730375965
80850,-18.288624730375965
80851,-18.288624730375965
80852,-18.288624730375965
80853,-18.288624730375965
80854,-18.288624730375965
80855,-18.288624730375965
80856,-18.288624730375965
80857,-18.288624730375965
80858,-18.288624730375965
80859,-18.288624730375965
80860,-18.288624730375965
80861,-18.288624730375965
80862,-18.288624730375965
80863,-18.288624730375965
80864,-18.288624730375965
80865,-18.288624730375965
80866,-18.288624730375965
80867,-18.288624730375965
80868,-18.288624730375965
80869,-18.288624730375965
80870,-18.288624730375965
80871,-18.288624730375965
80872,-18.288624730375965
80873,-18.288624730375965
80874,-18.288624730375965
80875,-18.288624730375965
80876,-18.288624730375965
80877,-18.288624730375965
80878,-18.288624730375965
80879,-18.288624730375965
80880,-18.288624730375965
80881,-18.288624730375965
80882,-18.288624730375965
80883,-18.288624730375965
80884,-18.288624730375965
80885,-18.288624730375965
80886,-18.288624730375965
80887,-18.288624730375965
80888,-18.288624730375965
80889,-18.288624730375965
80890,-18.288624730375965
80891,-18.288624730375965
80892,-18.288624730375965
80893,-18.288624730375965
80894,-18.288624730375965
80895,-18.288624730375965
80896,-18.288624730375965
80897,-18.288624730375965
80898,-18.288624730375965
80899,-18.288624730375965
80900,-18.288624730375965
