deviceId,sensorTime,vibration mm/s
"WVMS_CC50E30D9DFA02","15-09-2023 10:49","10.7"
"WVMS_CC50E30D9DFA02","15-09-2023 10:54","10.8"
"WVMS_CC50E30D9DFA02","15-09-2023 10:59","10.7"
"WVMS_CC50E30D9DFA02","15-09-2023 11:04","10.8"
"WVMS_CC50E30D9DFA02","15-09-2023 11:09","10.6"
"WVMS_CC50E30D9DFA02","15-09-2023 11:14","10.6"
"WVMS_CC50E30D9DFA02","15-09-2023 11:19","10.6"
"WVMS_CC50E30D9DFA02","15-09-2023 11:24","10.1"
"WVMS_CC50E30D9DFA02","15-09-2023 11:29","9.8"
"WVMS_CC50E30D9DFA02","15-09-2023 11:34","10.6"
"WVMS_CC50E30D9DFA02","15-09-2023 11:39","10.7"
"WVMS_CC50E30D9DFA02","15-09-2023 11:44","10.6"
"WVMS_CC50E30D9DFA02","15-09-2023 11:49","10.7"
"WVMS_CC50E30D9DFA02","15-09-2023 11:54","9.6"
"WVMS_CC50E30D9DFA02","15-09-2023 11:59","10.5"
"WVMS_CC50E30D9DFA02","15-09-2023 12:04","9.9"
"WVMS_CC50E30D9DFA02","15-09-2023 12:09","10.5"
"WVMS_CC50E30D9DFA02","15-09-2023 12:14","10.3"
"WVMS_CC50E30D9DFA02","15-09-2023 12:19","10.3"
"WVMS_CC50E30D9DFA02","15-09-2023 12:24","10.7"
"WVMS_CC50E30D9DFA02","15-09-2023 12:29","10.6"
"WVMS_CC50E30D9DFA02","15-09-2023 12:34","10.7"
"WVMS_CC50E30D9DFA02","15-09-2023 12:39","10.7"
"WVMS_CC50E30D9DFA02","15-09-2023 12:44","40.1"
"WVMS_CC50E30D9DFA02","15-09-2023 12:49","0.0"
"WVMS_CC50E30D9DFA02","15-09-2023 12:54","0.0"
"WVMS_CC50E30D9DFA02","15-09-2023 12:59","0.0"
"WVMS_CC50E30D9DFA02","15-09-2023 13:04","0.0"
"WVMS_CC50E30D9DFA02","15-09-2023 13:09","0.0"
"WVMS_CC50E30D9DFA02","15-09-2023 13:14","0.0"
"WVMS_CC50E30D9DFA02","15-09-2023 13:19","0.0"
"WVMS_CC50E30D9DFA02","15-09-2023 13:24","0.0"
"WVMS_CC50E30D9DFA02","15-09-2023 13:29","0.0"
"WVMS_CC50E30D9DFA02","15-09-2023 13:34","0.0"
"WVMS_CC50E30D9DFA02","15-09-2023 13:39","0.0"
"WVMS_CC50E30D9DFA02","15-09-2023 13:44","0.0"
"WVMS_CC50E30D9DFA02","15-09-2023 13:49","0.0"
"WVMS_CC50E30D9DFA02","15-09-2023 13:54","0.0"
"WVMS_CC50E30D9DFA02","15-09-2023 13:59","0.0"
"WVMS_CC50E30D9DFA02","15-09-2023 14:04","0.0"
"WVMS_CC50E30D9DFA02","15-09-2023 14:09","0.0"
"WVMS_CC50E30D9DFA02","15-09-2023 14:14","0.0"
"WVMS_CC50E30D9DFA02","15-09-2023 14:19","0.0"
"WVMS_CC50E30D9DFA02","15-09-2023 14:24","0.0"
"WVMS_CC50E30D9DFA02","15-09-2023 14:29","10.5"
"WVMS_CC50E30D9DFA02","15-09-2023 14:34","10.4"
"WVMS_CC50E30D9DFA02","15-09-2023 14:39","10.6"
"WVMS_CC50E30D9DFA02","15-09-2023 14:44","10.7"
"WVMS_CC50E30D9DFA02","15-09-2023 14:49","10.7"
"WVMS_CC50E30D9DFA02","15-09-2023 14:54","10.7"
"WVMS_CC50E30D9DFA02","15-09-2023 14:59","10.7"
"WVMS_CC50E30D9DFA02","15-09-2023 15:04","10.4"
"WVMS_CC50E30D9DFA02","15-09-2023 15:09","9.9"
"WVMS_CC50E30D9DFA02","15-09-2023 15:14","10.6"
"WVMS_CC50E30D9DFA02","15-09-2023 15:19","10.1"
"WVMS_CC50E30D9DFA02","15-09-2023 15:24","10.1"
"WVMS_CC50E30D9DFA02","15-09-2023 15:29","10.6"
"WVMS_CC50E30D9DFA02","15-09-2023 15:34","10.3"
"WVMS_CC50E30D9DFA02","15-09-2023 15:39","10.2"
"WVMS_CC50E30D9DFA02","15-09-2023 15:44","10.2"
"WVMS_CC50E30D9DFA02","15-09-2023 15:49","10.3"
"WVMS_CC50E30D9DFA02","15-09-2023 15:54","9.9"
"WVMS_CC50E30D9DFA02","15-09-2023 15:59","10.0"
"WVMS_CC50E30D9DFA02","15-09-2023 16:04","9.9"
"WVMS_CC50E30D9DFA02","15-09-2023 16:09","9.1"
"WVMS_CC50E30D9DFA02","15-09-2023 16:14","10.2"
"WVMS_CC50E30D9DFA02","15-09-2023 16:19","10.2"
"WVMS_CC50E30D9DFA02","15-09-2023 16:24","10.3"
"WVMS_CC50E30D9DFA02","15-09-2023 16:29","10.3"
"WVMS_CC50E30D9DFA02","15-09-2023 16:34","10.3"
"WVMS_CC50E30D9DFA02","15-09-2023 16:39","10.6"
